id,long,lat,source
1,-1.3960704,50.9376734,http://os.openstreetmap.org/
2,-1.3981275,50.9362789,http://os.openstreetmap.org/
4,-1.3977134,50.9360909,http://os.openstreetmap.org/
5,-1.3948313,50.9355883,http://os.openstreetmap.org/
6,-1.3972189,50.9359585,http://os.openstreetmap.org/
7,-1.3940282,50.9353558,http://os.openstreetmap.org/
8,-1.3947926,50.936537,http://os.openstreetmap.org/
9,-1.394215,50.9355501,http://os.openstreetmap.org/
13,-1.393488,50.935551,http://os.openstreetmap.org/
15,-1.3933722,50.9358355,http://os.openstreetmap.org/
16,-1.3956608,50.9376285,http://os.openstreetmap.org/
17,-1.3946145,50.9362396,http://os.openstreetmap.org/
18,-1.3966792,50.9338813,http://os.openstreetmap.org/
19,-1.392867,50.9355444,http://os.openstreetmap.org/
20,-1.3951265,50.9368962,http://os.openstreetmap.org/
21,-1.3932157,50.9351646,http://os.openstreetmap.org/
22,-1.3941636,50.9350233,http://os.openstreetmap.org/
25,-1.3934585,50.9347702,http://os.openstreetmap.org/
26,-1.3941216,50.9347143,http://os.openstreetmap.org/
27,-1.393776,50.93432,http://os.openstreetmap.org/
28,-1.3945278,50.9346967,http://os.openstreetmap.org/
29,-1.3939798,50.9340008,http://os.openstreetmap.org/
30,-1.3944765,50.9343082,http://os.openstreetmap.org/
32,-1.395905,50.9364157,http://os.openstreetmap.org/
34,-1.395317,50.9344936,http://os.openstreetmap.org/
35,-1.394475,50.93383,http://os.openstreetmap.org/
36,-1.395156,50.934986,http://os.openstreetmap.org/
37,-1.395696,50.934147,http://os.openstreetmap.org/
38,-1.3974278,50.9354059,http://os.openstreetmap.org/
39,-1.399298,50.936722,http://os.openstreetmap.org/
40,-1.3973325,50.9347275,http://os.openstreetmap.org/
41,-1.395301,50.933559,http://os.openstreetmap.org/
42,-1.397511,50.934219,http://os.openstreetmap.org/
44,-1.399062,50.934322,http://os.openstreetmap.org/
45,-1.394014,50.937801,http://os.openstreetmap.org/
46,-1.3996014,50.9348505,http://os.openstreetmap.org/
48,-1.399485,50.935696,http://os.openstreetmap.org/
50,-1.3994,50.936142,http://os.openstreetmap.org/
52,-1.3988324,50.9358682,http://os.openstreetmap.org/
53,-1.398236,50.937412,http://os.openstreetmap.org/
54,-1.3988756,50.9362228,http://os.openstreetmap.org/
57,-1.396755,50.934399,http://os.openstreetmap.org/
58,-1.398697,50.936592,http://os.openstreetmap.org/
59,-1.3977863,50.9374063,http://os.openstreetmap.org/
60,-1.3975471,50.93774,http://os.openstreetmap.org/
62,-1.4049952,50.9372304,http://os.openstreetmap.org/
65,-1.402838,50.929203,http://os.openstreetmap.org/
67,-1.3966181,50.9366885,http://os.openstreetmap.org/
68,-1.394491,50.892773,http://os.openstreetmap.org/
77,-1.4068368,50.920439,http://os.openstreetmap.org/
85,-1.395323,50.936436,http://os.openstreetmap.org/
86,-1.396765,50.93739,http://os.openstreetmap.org/
92,-1.4255025,50.9621255,http://os.openstreetmap.org/
93,-1.363412,50.952282,http://os.openstreetmap.org/
96,-1.4233506,50.9619135,http://os.openstreetmap.org/
97,-1.4250697,50.9609746,http://os.openstreetmap.org/
99,-1.4226617,50.961019,http://os.openstreetmap.org/
115,-1.397173,50.936291,http://os.openstreetmap.org/
123,-1.396685,50.898575,http://os.openstreetmap.org/
150,-1.3840867,50.9307365,http://os.openstreetmap.org/
151,-1.3838409,50.9311694,http://os.openstreetmap.org/
152,-1.3838018,50.9312434,http://os.openstreetmap.org/
165,-1.3907767,50.9284882,http://os.openstreetmap.org/
166,-1.082381,50.789497,http://os.openstreetmap.org/
1050,-1.395323,50.933235,http://os.openstreetmap.org/
1051,-1.395356,50.933338,http://os.openstreetmap.org/
1101,-1.3959296,50.9330414,http://os.openstreetmap.org/
1102,-1.3960392,50.9333389,http://os.openstreetmap.org/
1104,-1.396101,50.9334345,http://os.openstreetmap.org/
1105,-1.3961544,50.933516,http://os.openstreetmap.org/
1106,-1.3962246,50.9335868,http://os.openstreetmap.org/
1107,-1.3962471,50.9336275,http://os.openstreetmap.org/
1220,-1.395103,50.938011,http://os.openstreetmap.org/
1221,-1.395002,50.938026,http://os.openstreetmap.org/
1222,-1.39495,50.938034,http://os.openstreetmap.org/
1390,-1.400937,50.933636,http://os.openstreetmap.org/
1391,-1.400937,50.933636,http://os.openstreetmap.org/
1395,-1.4037955,50.9381522,http://os.openstreetmap.org/
1401,-1.3979365,50.9330741,http://os.openstreetmap.org/
1402,-1.3979888,50.933101,http://os.openstreetmap.org/
1403,-1.3980886,50.9331489,http://os.openstreetmap.org/
1404,-1.3981409,50.9331759,http://os.openstreetmap.org/
1405,-1.3982264,50.9332298,http://os.openstreetmap.org/
1406,-1.3982834,50.9332568,http://os.openstreetmap.org/
1407,-1.398388,50.9333077,http://os.openstreetmap.org/
1408,-1.3984498,50.9333406,http://os.openstreetmap.org/
1409,-1.3985496,50.9333886,http://os.openstreetmap.org/
1410,-1.3986066,50.9334155,http://os.openstreetmap.org/
1411,-1.398716,50.9334605,http://os.openstreetmap.org/
1412,-1.3987777,50.9334904,http://os.openstreetmap.org/
1413,-1.3990059,50.9336012,http://os.openstreetmap.org/
1414,-1.3990629,50.9336342,http://os.openstreetmap.org/
1415,-1.3991675,50.9336731,http://os.openstreetmap.org/
1416,-1.3992198,50.9337061,http://os.openstreetmap.org/
1417,-1.3993291,50.933742,http://os.openstreetmap.org/
1418,-1.3993814,50.933772,http://os.openstreetmap.org/
1419,-1.3994954,50.9338139,http://os.openstreetmap.org/
1420,-1.3995477,50.9338439,http://os.openstreetmap.org/
1421,-1.3997949,50.9339487,http://os.openstreetmap.org/
1422,-1.3998519,50.9339817,http://os.openstreetmap.org/
1423,-1.3999612,50.9340266,http://os.openstreetmap.org/
1424,-1.4000135,50.9340535,http://os.openstreetmap.org/
1425,-1.4001038,50.9341015,http://os.openstreetmap.org/
1426,-1.4001608,50.9341314,http://os.openstreetmap.org/
1501,-1.393987,50.933098,http://os.openstreetmap.org/
1502,-1.393974,50.933182,http://os.openstreetmap.org/
1503,-1.393982,50.93327,http://os.openstreetmap.org/
1504,-1.393979,50.933353,http://os.openstreetmap.org/
1505,-1.393965,50.933445,http://os.openstreetmap.org/
1506,-1.393944,50.933529,http://os.openstreetmap.org/
1507,-1.393915,50.933605,http://os.openstreetmap.org/
1508,-1.393915,50.933701,http://os.openstreetmap.org/
1580,-1.401279,50.928944,http://os.openstreetmap.org/
1601,-1.3925923,50.9350404,http://os.openstreetmap.org/
1602,-1.3926691,50.9350607,http://os.openstreetmap.org/
1603,-1.4032566,50.9380349,http://os.openstreetmap.org/
1604,-1.4039043,50.9425216,http://os.openstreetmap.org/
1610,-1.37853,50.936123,http://os.openstreetmap.org/
1612,-1.380123,50.934734,http://os.openstreetmap.org/
1622,-1.390499,50.936714,http://os.openstreetmap.org/
1630,-1.393715,50.9369467,http://os.openstreetmap.org/
1640,-1.398211,50.929989,http://os.openstreetmap.org/
1710,-1.4032158,50.9421475,http://os.openstreetmap.org/
1730,-1.3001172,51.0686667,http://os.openstreetmap.org/
9001,-1.363689,50.951485,http://os.openstreetmap.org/
9004,-1.363506,50.951576,http://os.openstreetmap.org/
9011,-1.365365,50.950558,http://os.openstreetmap.org/
9012,-1.365365,50.950558,http://os.openstreetmap.org/
9500,-1.436441,50.932362,http://os.openstreetmap.org/
9510,-1.435797,50.932819,http://os.openstreetmap.org/
9520,-1.435561,50.933701,http://os.openstreetmap.org/
9530,-1.434392,50.933247,http://os.openstreetmap.org/
9550,-1.434907,50.935337,http://os.openstreetmap.org/
9580,-1.433555,50.934307,http://os.openstreetmap.org/
9585,-1.3973994,50.9125279,http://os.openstreetmap.org/
9590,-1.427804,50.940327,http://os.openstreetmap.org/
9591,-1.110778,51.279823,http://os.openstreetmap.org/
9592,-1.330204,51.061089,http://os.openstreetmap.org/
9593,-1.065159,50.800404,http://os.openstreetmap.org/
9594,-1.300592,50.711353,http://os.openstreetmap.org/
9595,-1.082381,50.789497,http://os.openstreetmap.org/
37A,-1.395687,50.933811,http://os.openstreetmap.org/
58A,-1.3980786,50.9367447,http://os.openstreetmap.org/
63A,-1.3088779,51.0657027,http://os.openstreetmap.org/
63C,-1.3087201,51.065325,http://os.openstreetmap.org/
63F,-1.3097192,51.0656271,http://os.openstreetmap.org/
63G,-1.3098995,51.0653675,http://os.openstreetmap.org/
63K,-1.310366,51.066025,http://os.openstreetmap.org/
63L,-1.3102375,51.066373,http://os.openstreetmap.org/
65A,-1.403128,50.928783,http://os.openstreetmap.org/
65B,-1.4036629,50.9288317,http://os.openstreetmap.org/
70A,-1.4031107,50.941608,http://os.openstreetmap.org/
70AA,-1.4025225,50.9415981,http://os.openstreetmap.org/
70B,-1.4032631,50.9412373,http://os.openstreetmap.org/
70BB,-1.401953,50.941452,http://os.openstreetmap.org/
70C,-1.403592,50.941536,http://os.openstreetmap.org/
70CC,-1.4024437,50.9412837,http://os.openstreetmap.org/
70D,-1.4032263,50.941843,http://os.openstreetmap.org/
70E,-1.4034784,50.9420383,http://os.openstreetmap.org/
72A1-A,-1.374458,50.937782,http://os.openstreetmap.org/
72A1-B,-1.374393,50.937683,http://os.openstreetmap.org/
72A1-C,-1.374334,50.937595,http://os.openstreetmap.org/
72A2-D,-1.37445,50.937393,http://os.openstreetmap.org/
72A2-E,-1.37467,50.937344,http://os.openstreetmap.org/
72A2-F,-1.374884,50.937279,http://os.openstreetmap.org/
72A2-G,-1.375187,50.937355,http://os.openstreetmap.org/
72A2-H,-1.375257,50.937454,http://os.openstreetmap.org/
72A2-J,-1.375327,50.937561,http://os.openstreetmap.org/
72A2-K,-1.374989,50.937805,http://os.openstreetmap.org/
72A2-L,-1.375083,50.937973,http://os.openstreetmap.org/
72C,-1.375367,50.93819,http://os.openstreetmap.org/
72D-M,-1.37549,50.938461,http://os.openstreetmap.org/
72D-N,-1.375209,50.938553,http://os.openstreetmap.org/
72D-P,-1.374951,50.938625,http://os.openstreetmap.org/
72E-Q,-1.374581,50.938484,http://os.openstreetmap.org/
72E-R,-1.374367,50.938183,http://os.openstreetmap.org/
72F-S,-1.375544,50.938591,http://os.openstreetmap.org/
72G,-1.374106,50.937477,http://os.openstreetmap.org/
73A,-1.4029587,50.943379,http://os.openstreetmap.org/
73B,-1.4032985,50.9434045,http://os.openstreetmap.org/
73B1,-1.400848,50.94405,http://os.openstreetmap.org/
73B2,-1.400848,50.94405,http://os.openstreetmap.org/
73B3,-1.400848,50.94405,http://os.openstreetmap.org/
73B4,-1.400848,50.94405,http://os.openstreetmap.org/
73C,-1.4032123,50.9436282,http://os.openstreetmap.org/
73D,-1.4024566,50.9439382,http://os.openstreetmap.org/
73E,-1.4021067,50.9438934,http://os.openstreetmap.org/
73F,-1.402203,50.9436793,http://os.openstreetmap.org/
73G,-1.4018785,50.9436666,http://os.openstreetmap.org/
73H,-1.4020052,50.9441011,http://os.openstreetmap.org/
73J,-1.401488,50.943919,http://os.openstreetmap.org/
73K,-1.4009757,50.9432479,http://os.openstreetmap.org/
73L,-1.4006309,50.9437049,http://os.openstreetmap.org/
73M,-1.3998397,50.9437017,http://os.openstreetmap.org/
73N-A,-1.402854,50.94236,http://os.openstreetmap.org/
73N-B,-1.402854,50.94236,http://os.openstreetmap.org/
73N-C,-1.402854,50.94236,http://os.openstreetmap.org/
73N-D,-1.402854,50.94236,http://os.openstreetmap.org/
73N-E,-1.402854,50.94236,http://os.openstreetmap.org/
73N-F,-1.402854,50.94236,http://os.openstreetmap.org/
73N-G,-1.402854,50.94236,http://os.openstreetmap.org/
73N-H,-1.402854,50.94236,http://os.openstreetmap.org/
73N-J,-1.402854,50.94236,http://os.openstreetmap.org/
73N-K,-1.402854,50.94236,http://os.openstreetmap.org/
73Q1,-1.402873,50.943848,http://os.openstreetmap.org/
73Q2,-1.402873,50.943848,http://os.openstreetmap.org/
73R,-1.404631,50.9434354,http://os.openstreetmap.org/
73S,-1.401352,50.944126,http://os.openstreetmap.org/
73T,-1.3994289,50.9431457,http://os.openstreetmap.org/
73W,-1.4031058,50.9431776,http://os.openstreetmap.org/
73X-Q,-1.4026798,50.9429667,http://os.openstreetmap.org/
73X-R,-1.4023501,50.9429188,http://os.openstreetmap.org/
73X-S,-1.4021625,50.9427239,http://os.openstreetmap.org/
73X-T,-1.4022081,50.9424938,http://os.openstreetmap.org/
75A,-1.4018216,50.9298947,http://os.openstreetmap.org/
75C,-1.402665,50.9301743,http://os.openstreetmap.org/
76A,-1.3784044,50.937321,http://os.openstreetmap.org/
76B,-1.3778009,50.9376576,http://os.openstreetmap.org/
76C,-1.377127,50.937645,http://os.openstreetmap.org/
76D,-1.376708,50.937752,http://os.openstreetmap.org/
76E,-1.376204,50.937859,http://os.openstreetmap.org/
76F,-1.37733,50.938011,http://os.openstreetmap.org/
76G,-1.376933,50.938107,http://os.openstreetmap.org/
76H,-1.376402,50.938232,http://os.openstreetmap.org/
76J,-1.377561,50.938339,http://os.openstreetmap.org/
76K,-1.376944,50.938484,http://os.openstreetmap.org/
76L,-1.376306,50.938629,http://os.openstreetmap.org/
76M,-1.377389,50.938606,http://os.openstreetmap.org/
76N,-1.376751,50.938763,http://os.openstreetmap.org/
76P,-1.377196,50.938877,http://os.openstreetmap.org/
76Q,-1.376536,50.939026,http://os.openstreetmap.org/
76R,-1.376976,50.939156,http://os.openstreetmap.org/
76S,-1.376349,50.939289,http://os.openstreetmap.org/
76SC,-1.3780581,50.9380566,http://os.openstreetmap.org/
76T,-1.376783,50.939426,http://os.openstreetmap.org/
76U,-1.3780779,50.9383121,http://os.openstreetmap.org/
76V,-1.3781373,50.937561,http://os.openstreetmap.org/
76W,-1.3779839,50.9372773,http://os.openstreetmap.org/
76X,-1.3784588,50.9370062,http://os.openstreetmap.org/
76Z,-1.376976,50.937473,http://os.openstreetmap.org/
78A,-1.376944,50.936687,http://os.openstreetmap.org/
78B,-1.377465,50.936699,http://os.openstreetmap.org/
78C,-1.377534,50.936543,http://os.openstreetmap.org/
78E,-1.3759936,50.9373466,http://os.openstreetmap.org/
79A,-1.402425,50.940872,http://os.openstreetmap.org/
79B,-1.401899,50.940411,http://os.openstreetmap.org/
79C,-1.401371,50.940643,http://os.openstreetmap.org/
81A,-1.3907157,50.945967,http://os.openstreetmap.org/
81B,-1.3904644,50.9458051,http://os.openstreetmap.org/
81C,-1.390787,50.945606,http://os.openstreetmap.org/
81D,-1.3909756,50.9458246,http://os.openstreetmap.org/
81E,-1.3911761,50.9456236,http://os.openstreetmap.org/
82A,-1.4077298,50.9169714,http://os.openstreetmap.org/
82B,-1.4098021,50.9157541,http://os.openstreetmap.org/
94A,-1.380039,50.934563,http://os.openstreetmap.org/
94B,-1.380039,50.934563,http://os.openstreetmap.org/
94C,-1.3807397,50.9337771,http://os.openstreetmap.org/
94F,-1.380549,50.934185,http://os.openstreetmap.org/
94G,-1.380509,50.934058,http://os.openstreetmap.org/
94H,-1.380648,50.934078,http://os.openstreetmap.org/